window_end,effective_N,analyzed_N,effective_ratio
2026-02-11,3.7358810240638447,12,0.31132341867198704
2026-02-12,3.739026925931607,12,0.31158557716096724
2026-02-13,3.7351053300193087,12,0.3112587775016091
2026-02-24,3.7522380940297824,12,0.3126865078358152
2026-02-25,3.7492146504998347,12,0.31243455420831956
2026-02-26,3.740430152969413,12,0.3117025127474511
2026-02-27,3.7388991549239754,12,0.31157492957699795
2026-03-02,3.755494061027019,12,0.3129578384189183
2026-03-03,3.758622209991023,12,0.31321851749925195
2026-03-04,3.768489664764128,12,0.3140408053970107
2026-03-05,3.772129251032482,12,0.3143441042527068
2026-03-06,3.775148369771926,12,0.31459569748099386
2026-03-09,3.801007805329288,12,0.31675065044410733
2026-03-10,3.806630010970027,12,0.31721916758083557
2026-03-11,3.807422013871749,12,0.31728516782264576
